State,Type,County,Violent crime,Murder and non-negligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
NEW MEXICO,Non-Metro,McKinley,91,1,10,5,75,258,88,149,21,7
NEW MEXICO,Non-Metro,Mora,3,0,0,0,3,4,1,3,0,0
NEW MEXICO,Non-Metro,Otero,105,0,19,0,86,255,118,120,17,0
NEW MEXICO,Non-Metro,Quay,1,0,0,0,1,29,10,18,1,0
NEW MEXICO,Non-Metro,Rio Arriba,18,0,1,0,17,81,64,11,6,1
NEW MEXICO,Non-Metro,Roosevelt,11,0,4,0,7,58,32,24,2,0
NEW MEXICO,Non-Metro,Sierra,7,0,1,0,6,47,15,30,2,0
NEW MEXICO,Non-Metro,Socorro,30,0,0,0,30,68,34,32,2,0
NEW MEXICO,Non-Metro,Taos,,2,2,0,,170,117,48,5,0
NEW MEXICO,Non-Metro,Union,2,0,0,0,2,22,12,9,1,0
NEW YORK,Metro,Albany,12,0,2,0,10,157,21,121,15,0
NEW YORK,Metro,Broome,58,0,9,8,41,790,144,627,19,0
NEW YORK,Metro,Chemung,26,0,1,5,20,345,71,266,8,3
NEW YORK,Metro,Dutchess,71,3,3,9,56,714,202,492,20,6
NEW YORK,Metro,Erie,126,1,8,12,105,"1,033",211,793,29,3
NEW YORK,Metro,Herkimer,0,0,0,0,0,1,0,1,0,0
NEW YORK,Metro,Livingston,16,2,2,1,11,494,89,402,3,2
NEW YORK,Metro,Madison,12,0,1,1,10,244,59,178,7,1
NEW YORK,Metro,Monroe,205,1,18,41,145,"3,947",671,"3,187",89,10
NEW YORK,Metro,Nassau,"1,496",15,70,672,739,"13,879","1,925","11,117",837,
NEW YORK,Metro,Niagara,73,0,12,20,41,"1,184",310,835,39,4
NEW YORK,Metro,Oneida,28,1,4,4,19,458,137,309,12,2
NEW YORK,Metro,Onondaga,157,1,29,36,91,"2,111",357,"1,685",69,4
NEW YORK,Metro,Ontario,62,0,13,12,37,931,168,749,14,4
NEW YORK,Metro,Orange,15,0,0,0,15,35,0,35,0,0
NEW YORK,Metro,Orleans,24,0,2,2,20,384,103,256,25,0
NEW YORK,Metro,Oswego,45,3,6,4,32,602,189,383,30,3
NEW YORK,Metro,Putnam,21,2,0,3,16,349,94,250,5,6
NEW YORK,Metro,Rensselaer,34,0,1,2,31,248,64,168,16,5
NEW YORK,Metro,Rockland,7,0,0,1,6,46,1,45,0,0
NEW YORK,Metro,Saratoga,39,0,6,8,25,"1,300",254,"1,009",37,6
NEW YORK,Metro,Schenectady,0,0,0,0,0,17,1,16,0,0
NEW YORK,Metro,Schoharie,2,0,0,0,2,66,24,41,1,1
NEW YORK,Metro,Suffolk,"2,150",50,55,816,"1,229","25,528","4,032","20,041","1,455",201
NEW YORK,Metro,Tioga,13,0,1,2,10,236,63,170,3,0
NEW YORK,Metro,Tompkins,26,1,6,2,17,337,60,273,4,0
NEW YORK,Metro,Ulster,48,1,4,5,38,359,75,272,12,2
NEW YORK,Metro,Warren,40,0,9,5,26,789,126,655,8,2
NEW YORK,Metro,Washington,27,0,6,2,19,350,110,225,15,2
NEW YORK,Metro,Wayne,50,0,5,3,42,640,183,433,24,1
NEW YORK,Metro,Westchester,67,0,0,2,65,211,15,190,6,0
NEW YORK,Non-Metro,Allegany,1,0,0,0,1,4,1,3,0,0
NEW YORK,Non-Metro,Cattaraugus,47,0,8,4,35,522,182,325,15,5
NEW YORK,Non-Metro,Cayuga,33,0,4,1,28,327,65,260,2,2
NEW YORK,Non-Metro,Chautauqua,28,0,8,6,14,810,262,535,13,3
NEW YORK,Non-Metro,Chenango,18,0,4,2,12,380,71,306,3,1
NEW YORK,Non-Metro,Clinton,7,0,1,0,6,20,6,13,1,0
NEW YORK,Non-Metro,Columbia,17,1,2,1,13,296,73,218,5,1
NEW YORK,Non-Metro,Cortland,12,0,3,1,8,323,69,243,11,1
NEW YORK,Non-Metro,Franklin,0,0,0,0,0,0,0,0,0,0
NEW YORK,Non-Metro,Fulton,17,0,5,1,11,452,176,255,21,1
NEW YORK,Non-Metro,Genesee,38,0,8,7,23,646,109,513,24,4
NEW YORK,Non-Metro,Greene,15,0,0,1,14,84,29,50,5,1
NEW YORK,Non-Metro,Hamilton,1,0,0,0,1,3,3,0,0,0
NEW YORK,Non-Metro,Jefferson,39,0,1,1,37,202,39,154,9,1
NEW YORK,Non-Metro,Lewis,9,0,0,1,8,264,125,130,9,0
NEW YORK,Non-Metro,Montgomery,15,0,0,0,15,346,32,299,15,3
NEW YORK,Non-Metro,Otsego,17,0,3,0,14,155,81,68,6,1
NEW YORK,Non-Metro,Schuyler,6,0,1,1,4,49,12,33,4,1
NEW YORK,Non-Metro,Seneca,11,0,2,1,8,221,49,168,4,1
NEW YORK,Non-Metro,Steuben,20,0,1,0,19,175,61,100,14,0
NEW YORK,Non-Metro,St. Lawrence,26,1,2,0,23,97,29,62,6,1
NEW YORK,Non-Metro,Sullivan,41,0,3,10,28,542,143,386,13,3
NEW YORK,Non-Metro,Wyoming,7,0,2,0,5,184,51,128,5,0
NEW YORK,Non-Metro,Yates,10,0,3,2,5,242,83,156,3,0
NORTH CAROLINA,Metro,Alamance,115,5,6,12,92,"1,095",446,583,66,2
NORTH CAROLINA,Metro,Alexander,54,0,6,11,37,749,265,460,24,17
NORTH CAROLINA,Metro,Anson,64,0,6,21,37,597,290,269,38,4
NORTH CAROLINA,Metro,Brunswick,151,0,16,26,109,"2,000",990,909,101,4
NORTH CAROLINA,Metro,Buncombe,149,3,12,33,101,"1,940",831,949,160,8
NORTH CAROLINA,Metro,Burke,85,4,7,10,64,"1,326",556,698,72,3
NORTH CAROLINA,Metro,Cabarrus,35,2,2,6,25,916,436,436,44,10
NORTH CAROLINA,Metro,Caldwell,62,4,7,7,44,"1,513",575,864,74,13
NORTH CAROLINA,Metro,Catawba,176,3,7,18,148,"1,910",797,"1,007",106,10
NORTH CAROLINA,Metro,Chatham,81,1,6,7,67,820,389,392,39,6
NORTH CAROLINA,Metro,Cumberland,499,5,18,106,370,"3,929","1,512","2,213",204,90
NORTH CAROLINA,Metro,Currituck,49,1,3,0,45,638,160,463,15,3
NORTH CAROLINA,Metro,Davie,74,1,10,5,58,691,230,408,53,2
NORTH CAROLINA,Metro,Edgecombe,68,2,7,8,51,557,252,280,25,2
NORTH CAROLINA,Metro,Forsyth,275,2,20,22,231,"2,754",763,"1,891",100,17
NORTH CAROLINA,Metro,Franklin,58,3,8,10,37,970,404,457,109,2
NORTH CAROLINA,Metro,Gaston,7,0,0,0,7,3,0,3,0,0
NORTH CAROLINA,Metro,Greene,59,4,10,10,35,652,304,320,28,1
NORTH CAROLINA,Metro,Guilford,167,5,11,30,121,"1,853",728,"1,008",117,20
NORTH CAROLINA,Metro,Haywood,97,2,6,7,82,820,366,405,49,4
NORTH CAROLINA,Metro,Henderson,99,0,18,12,69,"1,214",552,579,83,4
NORTH CAROLINA,Metro,Johnston,141,8,21,17,95,"2,358",878,"1,320",160,16
NORTH CAROLINA,Metro,Madison,9,0,4,1,4,204,92,95,17,2
NORTH CAROLINA,Metro,Onslow,259,7,38,41,173,"2,901",910,"1,861",130,24
NORTH CAROLINA,Metro,Orange,42,2,4,13,23,693,377,266,50,3
NORTH CAROLINA,Metro,Person,59,5,9,4,41,718,326,360,32,6
NORTH CAROLINA,Metro,Randolph,94,1,3,22,68,"2,289",708,"1,490",91,6
NORTH CAROLINA,Metro,Rockingham,84,1,2,19,62,"1,368",500,772,96,1
NORTH CAROLINA,Metro,Stokes,150,2,2,1,145,886,340,489,57,1
NORTH CAROLINA,Metro,Union,186,8,20,25,133,"2,283",735,"1,449",99,15
NORTH CAROLINA,Metro,Wake,229,6,25,33,165,"2,673",986,"1,476",211,11
NORTH CAROLINA,Metro,Wayne,156,1,2,35,118,"2,090","1,041",938,111,3
NORTH CAROLINA,Metro,Yadkin,67,1,5,5,56,733,331,359,43,1
NORTH CAROLINA,Non-Metro,Avery,13,0,2,1,10,205,67,131,7,1
NORTH CAROLINA,Non-Metro,Beaufort,84,3,4,11,66,702,292,385,25,9
NORTH CAROLINA,Non-Metro,Bertie,18,0,1,1,16,257,95,140,22,2
NORTH CAROLINA,Non-Metro,Camden,6,0,0,2,4,84,28,55,1,5
NORTH CAROLINA,Non-Metro,Carteret,90,1,18,2,69,958,319,602,37,2
NORTH CAROLINA,Non-Metro,Caswell,50,1,3,5,41,510,199,293,18,7
NORTH CAROLINA,Non-Metro,Clay,16,0,0,1,15,178,70,94,14,2
NORTH CAROLINA,Non-Metro,Cleveland,34,0,11,18,5,"1,528",699,735,94,4
NORTH CAROLINA,Non-Metro,Columbus,148,3,6,31,108,"1,585",760,692,133,7
NORTH CAROLINA,Non-Metro,Craven,155,2,14,12,127,"1,464",749,637,78,4
NORTH CAROLINA,Non-Metro,Dare,37,0,3,2,32,730,263,447,20,1
NORTH CAROLINA,Non-Metro,Davidson,134,6,8,33,87,"2,026",776,"1,143",107,14
NORTH CAROLINA,Non-Metro,Duplin,167,0,5,7,155,870,401,397,72,6
NORTH CAROLINA,Non-Metro,Granville,73,1,1,12,59,889,366,472,51,8
NORTH CAROLINA,Non-Metro,Halifax,144,2,6,26,110,961,435,483,43,15
NORTH CAROLINA,Non-Metro,Harnett,214,11,14,21,168,"2,237",818,"1,270",149,14
NORTH CAROLINA,Non-Metro,Hertford,19,0,2,7,10,300,145,128,27,0
NORTH CAROLINA,Non-Metro,Iredell,176,3,12,11,150,"1,867",750,959,158,19
NORTH CAROLINA,Non-Metro,Lee,28,1,5,4,18,610,190,376,44,2
NORTH CAROLINA,Non-Metro,Lincoln,75,4,12,18,41,"1,530",610,870,50,4
NORTH CAROLINA,Non-Metro,Macon,22,0,1,1,20,491,212,256,23,2
NORTH CAROLINA,Non-Metro,Martin,62,0,6,5,51,352,148,181,23,4
NORTH CAROLINA,Non-Metro,McDowell,25,2,3,5,15,557,231,293,33,3
NORTH CAROLINA,Non-Metro,Montgomery,38,0,6,3,29,452,192,249,11,1
NORTH CAROLINA,Non-Metro,Moore,66,3,5,9,49,921,431,440,50,3
NORTH CAROLINA,Non-Metro,Northampton,46,0,3,8,35,424,211,184,29,2
NORTH CAROLINA,Non-Metro,Pamlico,20,0,3,3,14,258,84,165,9,0
NORTH CAROLINA,Non-Metro,Perquimans,10,0,2,2,6,107,57,41,9,2
NORTH CAROLINA,Non-Metro,Robeson,589,6,17,115,451,"4,380","2,287","1,842",251,47
NORTH CAROLINA,Non-Metro,Rowan,147,4,12,20,111,"1,410",508,842,60,12
NORTH CAROLINA,Non-Metro,Rutherford,105,1,9,14,81,"1,216",559,590,67,19
NORTH CAROLINA,Non-Metro,Sampson,104,4,15,19,66,"1,321",617,614,90,22
NORTH CAROLINA,Non-Metro,Stanly,33,0,5,3,25,537,213,306,18,1
NORTH CAROLINA,Non-Metro,Surry,75,1,8,7,59,"1,284",618,571,95,13
NORTH CAROLINA,Non-Metro,Swain,32,0,5,0,27,365,142,202,21,0
NORTH CAROLINA,Non-Metro,Transylvania,42,1,9,5,27,399,200,180,19,5
NORTH CAROLINA,Non-Metro,Tyrrell,3,0,0,1,2,65,10,53,2,0
NORTH CAROLINA,Non-Metro,Vance,68,1,3,17,47,"1,425",694,633,98,4
NORTH CAROLINA,Non-Metro,Watauga,24,2,1,1,20,486,110,344,32,0
NORTH CAROLINA,Non-Metro,Wilkes,113,2,3,12,96,"1,181",521,602,58,6
NORTH CAROLINA,Non-Metro,Wilson,89,0,8,9,72,769,254,462,53,12
NORTH CAROLINA,Non-Metro,Yancey,4,3,0,0,1,116,63,51,2,1
NORTH DAKOTA,Metro,Burleigh,16,0,4,0,12,135,29,95,11,0
NORTH DAKOTA,Metro,Cass,15,0,4,0,11,190,75,100,15,2
NORTH DAKOTA,Metro,Grand Forks,3,1,1,0,1,65,17,37,11,0
NORTH DAKOTA,Metro,Morton,1,0,1,0,0,48,9,31,8,0
NORTH DAKOTA,Non-Metro,Adams,1,0,0,0,1,11,5,5,1,0
NORTH DAKOTA,Non-Metro,Barnes,0,0,0,0,0,17,2,13,2,1
NORTH DAKOTA,Non-Metro,Benson,4,0,1,0,3,15,6,7,2,0
NORTH DAKOTA,Non-Metro,Billings,0,0,0,0,0,3,1,2,0,0
NORTH DAKOTA,Non-Metro,Bottineau,0,0,0,0,0,21,6,12,3,0
NORTH DAKOTA,Non-Metro,Burke,3,0,1,0,2,23,4,16,3,0
NORTH DAKOTA,Non-Metro,Cavalier,0,0,0,0,0,38,5,29,4,0
NORTH DAKOTA,Non-Metro,Dickey,1,0,0,0,1,8,1,6,1,1
NORTH DAKOTA,Non-Metro,Eddy,0,0,0,0,0,12,2,10,0,0
NORTH DAKOTA,Non-Metro,Emmons,0,0,0,0,0,28,5,23,0,2
NORTH DAKOTA,Non-Metro,Golden Valley,0,0,0,0,0,11,2,9,0,0
NORTH DAKOTA,Non-Metro,Grant,1,0,1,0,0,10,3,5,2,0
NORTH DAKOTA,Non-Metro,Griggs,1,0,0,0,1,5,1,4,0,0
NORTH DAKOTA,Non-Metro,Hettinger,0,0,0,0,0,8,2,5,1,0
NORTH DAKOTA,Non-Metro,Kidder,0,0,0,0,0,2,0,2,0,0
NORTH DAKOTA,Non-Metro,Lamoure,2,0,2,0,0,1,1,0,0,0
NORTH DAKOTA,Non-Metro,Logan,0,0,0,0,0,7,1,6,0,0
NORTH DAKOTA,Non-Metro,McHenry,0,0,0,0,0,10,1,8,1,0
NORTH DAKOTA,Non-Metro,McIntosh,1,1,0,0,0,5,1,2,2,0
NORTH DAKOTA,Non-Metro,McLean,6,0,3,0,3,93,35,57,1,0
NORTH DAKOTA,Non-Metro,Mercer,3,0,3,0,0,33,12,14,7,1
NORTH DAKOTA,Non-Metro,Mountrail,0,0,0,0,0,76,10,61,5,0
NORTH DAKOTA,Non-Metro,Nelson,4,0,1,1,2,47,6,37,4,1
NORTH DAKOTA,Non-Metro,Oliver,0,0,0,0,0,1,1,0,0,0
NORTH DAKOTA,Non-Metro,Ramsey,4,0,3,0,1,17,1,11,5,0
NORTH DAKOTA,Non-Metro,Ransom,1,0,1,0,0,9,3,4,2,0
NORTH DAKOTA,Non-Metro,Richland,5,1,0,0,4,55,16,37,2,1
NORTH DAKOTA,Non-Metro,Rolette,6,0,1,1,4,21,12,5,4,1
NORTH DAKOTA,Non-Metro,Sargent,0,0,0,0,0,32,7,22,3,0
NORTH DAKOTA,Non-Metro,Sheridan,1,0,1,0,0,17,4,13,0,1
NORTH DAKOTA,Non-Metro,Sioux,0,0,0,0,0,0,0,0,0,0
NORTH DAKOTA,Non-Metro,Slope,0,0,0,0,0,2,0,1,1,0
NORTH DAKOTA,Non-Metro,Stark,4,0,0,0,4,30,4,21,5,0
NORTH DAKOTA,Non-Metro,Stutsman,1,0,0,0,1,15,3,11,1,0
NORTH DAKOTA,Non-Metro,Towner,0,0,0,0,0,14,4,8,2,0
NORTH DAKOTA,Non-Metro,Traill,0,0,0,0,0,46,13,26,7,1
NORTH DAKOTA,Non-Metro,Walsh,4,0,0,0,4,60,15,37,8,1
NORTH DAKOTA,Non-Metro,Ward,16,1,1,0,14,163,29,118,16,0
NORTH DAKOTA,Non-Metro,Wells,2,0,0,0,2,9,3,5,1,0
NORTH DAKOTA,Non-Metro,Williams,6,0,1,0,5,87,21,51,15,0
OHIO,Metro,Allen,60,1,12,19,28,943,233,673,37,4
OHIO,Metro,Belmont,34,0,10,5,19,546,172,341,33,2
OHIO,Metro,Butler,88,0,10,5,73,813,218,595,0,1
OHIO,Metro,Carroll,2,0,2,0,0,118,34,80,4,0
OHIO,Metro,Clark,17,0,3,4,10,972,242,704,26,10
OHIO,Metro,Clermont,74,0,12,9,53,"1,817",604,"1,162",51,13
OHIO,Metro,Delaware,21,1,5,5,10,"1,083",433,642,8,6
OHIO,Metro,Erie,41,0,6,1,34,406,117,288,1,1
OHIO,Metro,Fairfield,39,0,7,12,20,"1,507",454,"1,009",44,9
OHIO,Metro,Fulton,18,0,4,1,13,379,147,218,14,6
OHIO,Metro,Geauga,10,0,2,1,7,247,61,172,14,0
OHIO,Metro,Hamilton,278,7,38,185,48,"6,923","1,207","5,491",225,35
OHIO,Metro,Jefferson,18,1,2,1,14,240,70,151,19,3
OHIO,Metro,Lake,280,1,16,3,260,500,112,386,2,2
OHIO,Metro,Lawrence,70,0,5,5,60,853,276,516,61,11
OHIO,Metro,Licking,117,2,17,6,92,923,318,569,36,4
OHIO,Metro,Lorain,38,1,9,13,15,809,404,379,26,8
OHIO,Metro,Lucas,64,1,11,13,39,"1,345",364,893,88,10
OHIO,Metro,Madison,9,1,2,1,5,409,163,228,18,6
OHIO,Metro,Mahoning,4,0,1,0,3,217,67,147,3,1
OHIO,Metro,Medina,12,1,1,1,9,141,122,19,0,1
OHIO,Metro,Miami,11,0,5,2,4,504,168,316,20,10
OHIO,Metro,Montgomery,340,4,22,120,194,"1,918",756,999,163,20
OHIO,Metro,Morrow,8,0,2,3,3,329,99,211,19,1
OHIO,Metro,Ottawa,8,3,1,2,2,342,52,279,11,0
OHIO,Metro,Pickaway,49,1,4,10,34,"1,080",499,564,17,10
OHIO,Metro,Portage,25,0,12,5,8,"1,528",522,932,74,5
OHIO,Metro,Preble,13,0,5,2,6,328,122,180,26,2
OHIO,Metro,Richland,36,1,5,16,14,"1,091",438,607,46,4
OHIO,Metro,Stark,98,2,21,36,39,"1,468",503,861,104,10
OHIO,Metro,Summit,58,2,21,16,19,"1,119",275,788,56,4
OHIO,Metro,Trumbull,12,0,3,1,8,479,198,253,28,1
OHIO,Metro,Warren,62,0,17,16,29,"1,067",283,777,7,4
OHIO,Metro,Washington,26,2,21,1,2,342,138,189,15,3
OHIO,Metro,Wood,12,0,5,1,6,517,176,327,14,4
OHIO,Non-Metro,Ashland,12,0,4,2,6,337,130,189,18,1
OHIO,Non-Metro,Champaign,24,0,5,3,16,459,150,274,35,6
OHIO,Non-Metro,Columbiana,8,1,1,1,5,81,65,13,3,0
OHIO,Non-Metro,Coshocton,16,0,2,6,8,624,145,470,9,5
OHIO,Non-Metro,Crawford,6,0,1,0,5,264,108,153,3,0
OHIO,Non-Metro,Defiance,2,0,0,1,1,165,44,117,4,1
OHIO,Non-Metro,Fayette,19,0,3,6,10,556,183,356,17,3
OHIO,Non-Metro,Gallia,18,1,6,3,8,748,323,403,22,9
OHIO,Non-Metro,Guernsey,6,0,1,3,2,431,210,210,11,3
OHIO,Non-Metro,Hancock,10,0,2,0,8,194,59,129,6,2
OHIO,Non-Metro,Harrison,8,0,1,0,7,130,72,51,7,0
OHIO,Non-Metro,Henry,7,0,2,1,4,291,92,193,6,1
OHIO,Non-Metro,Highland,73,0,1,3,69,562,209,323,30,5
OHIO,Non-Metro,Hocking,3,0,0,0,3,304,137,163,4,1
OHIO,Non-Metro,Holmes,5,0,2,0,3,234,61,159,14,1
OHIO,Non-Metro,Logan,14,0,5,0,9,493,169,312,12,0
OHIO,Non-Metro,Meigs,9,0,3,2,4,344,145,177,22,1
OHIO,Non-Metro,Mercer,12,0,3,2,7,220,58,156,6,1
OHIO,Non-Metro,Monroe,10,0,2,2,6,88,34,54,0,1
OHIO,Non-Metro,Morgan,6,0,0,1,5,188,70,102,16,1
OHIO,Non-Metro,Muskingum,40,2,19,9,10,"1,298",406,816,76,14
OHIO,Non-Metro,Paulding,6,0,1,0,5,174,65,109,0,1
OHIO,Non-Metro,Pike,5,0,1,0,4,431,141,268,22,7
OHIO,Non-Metro,Putnam,1,0,1,0,0,85,33,51,1,0
OHIO,Non-Metro,Ross,45,0,13,22,10,"1,915",517,"1,305",93,4
OHIO,Non-Metro,Sandusky,68,0,6,3,59,122,80,39,3,0
OHIO,Non-Metro,Scioto,24,2,4,10,8,"1,053",386,622,45,8
OHIO,Non-Metro,Seneca,3,0,2,0,1,222,75,145,2,0
OHIO,Non-Metro,Shelby,15,0,1,1,13,169,60,94,15,0
OHIO,Non-Metro,Tuscarawas,16,0,5,3,8,283,125,139,19,1
OHIO,Non-Metro,Van Wert,4,0,1,2,1,221,102,113,6,1
OHIO,Non-Metro,Vinton,15,0,1,5,9,263,122,123,18,1
OHIO,Non-Metro,Wayne,26,1,12,1,12,630,250,338,42,6
OHIO,Non-Metro,Williams,12,0,8,1,3,261,98,153,10,1
OHIO,Non-Metro,Wyandot,6,0,1,0,5,6,3,3,0,0
OKLAHOMA,Metro,Canadian,,0,3,3,,140,57,58,25,1
OKLAHOMA,Metro,Cleveland,40,0,6,0,34,309,118,154,37,9
OKLAHOMA,Metro,Comanche,47,2,4,1,40,378,114,229,35,1
OKLAHOMA,Metro,Creek,59,0,9,3,47,578,211,302,65,9
OKLAHOMA,Metro,Grady,27,0,0,3,24,364,145,192,27,1
OKLAHOMA,Metro,Le Flore,57,0,2,1,54,410,174,207,29,13
OKLAHOMA,Metro,Lincoln,30,0,6,0,24,315,88,204,23,2
OKLAHOMA,Metro,Logan,47,1,9,0,37,298,114,170,14,2
OKLAHOMA,Metro,McClain,23,3,5,2,13,303,102,170,31,3
OKLAHOMA,Metro,Oklahoma,36,1,3,0,32,226,83,121,22,0
OKLAHOMA,Metro,Okmulgee,19,1,5,1,12,244,85,147,12,19
OKLAHOMA,Metro,Osage,37,0,6,0,31,441,168,252,21,15
OKLAHOMA,Metro,Pawnee,15,0,0,0,15,129,56,65,8,0
OKLAHOMA,Metro,Rogers,41,0,4,1,36,489,160,253,76,1
OKLAHOMA,Metro,Sequoyah,62,5,10,2,45,432,147,276,9,6
OKLAHOMA,Metro,Tulsa,188,1,8,6,173,519,255,211,53,6
OKLAHOMA,Metro,Wagoner,43,0,4,2,37,547,153,340,54,9
OKLAHOMA,Non-Metro,Adair,66,1,2,0,63,215,121,83,11,5
OKLAHOMA,Non-Metro,Alfalfa,1,0,0,0,1,29,11,16,2,1
OKLAHOMA,Non-Metro,Atoka,8,0,3,0,5,132,64,51,17,2
OKLAHOMA,Non-Metro,Beaver,6,0,2,1,3,47,5,38,4,1
OKLAHOMA,Non-Metro,Beckham,6,0,0,0,6,38,12,17,9,1
OKLAHOMA,Non-Metro,Blaine,4,0,2,1,1,48,9,37,2,1
OKLAHOMA,Non-Metro,Bryan,60,0,4,1,55,349,133,168,48,7
OKLAHOMA,Non-Metro,Caddo,,0,8,2,,205,76,118,11,1
OKLAHOMA,Non-Metro,Carter,,0,3,1,,189,81,93,15,1
OKLAHOMA,Non-Metro,Cherokee,38,1,3,1,33,212,104,84,24,2
OKLAHOMA,Non-Metro,Choctaw,19,0,1,1,17,137,53,68,16,4
OKLAHOMA,Non-Metro,Cimarron,0,0,0,0,0,0,0,0,0,0
OKLAHOMA,Non-Metro,Coal,8,0,1,0,7,77,12,60,5,1
OKLAHOMA,Non-Metro,Cotton,7,1,1,0,5,30,8,21,1,0
OKLAHOMA,Non-Metro,Craig,5,0,0,0,5,103,40,55,8,7
OKLAHOMA,Non-Metro,Custer,9,0,2,0,7,115,60,48,7,0
OKLAHOMA,Non-Metro,Delaware,62,2,18,2,40,395,183,180,32,5
OKLAHOMA,Non-Metro,Dewey,2,0,0,0,2,14,2,10,2,0
OKLAHOMA,Non-Metro,Ellis,8,0,0,1,7,43,26,11,6,0
OKLAHOMA,Non-Metro,Garfield,6,0,1,1,4,66,16,50,0,21
OKLAHOMA,Non-Metro,Garvin,25,0,7,1,17,184,39,134,11,4
OKLAHOMA,Non-Metro,Grant,1,0,0,0,1,48,11,35,2,3
OKLAHOMA,Non-Metro,Greer,1,0,0,0,1,14,10,4,0,0
OKLAHOMA,Non-Metro,Harmon,1,0,0,0,1,17,5,11,1,0
OKLAHOMA,Non-Metro,Harper,2,0,0,0,2,11,2,8,1,0
OKLAHOMA,Non-Metro,Haskell,,0,0,0,,68,19,34,15,4
OKLAHOMA,Non-Metro,Hughes,13,0,1,0,12,151,58,71,22,1
OKLAHOMA,Non-Metro,Jackson,7,0,0,0,7,76,30,39,7,2
OKLAHOMA,Non-Metro,Jefferson,3,0,1,0,2,23,5,17,1,0
OKLAHOMA,Non-Metro,Johnston,22,2,1,0,19,4,4,0,0,2
OKLAHOMA,Non-Metro,Kay,27,0,3,1,23,73,35,34,4,5
OKLAHOMA,Non-Metro,Kingfisher,3,0,1,0,2,96,19,68,9,2
OKLAHOMA,Non-Metro,Kiowa,9,0,0,0,9,68,30,37,1,0
OKLAHOMA,Non-Metro,Latimer,6,0,1,0,5,90,37,45,8,3
OKLAHOMA,Non-Metro,Love,2,0,0,0,2,82,25,41,16,4
OKLAHOMA,Non-Metro,Major,0,0,0,0,0,35,2,32,1,1
OKLAHOMA,Non-Metro,Marshall,,0,3,1,,68,29,33,6,1
OKLAHOMA,Non-Metro,Mayes,33,0,3,0,30,287,106,163,18,0
OKLAHOMA,Non-Metro,McCurtain,50,0,5,2,43,526,194,293,39,27
OKLAHOMA,Non-Metro,McIntosh,29,1,5,0,23,266,102,150,14,5
OKLAHOMA,Non-Metro,Murray,6,0,1,0,5,38,25,12,1,1
OKLAHOMA,Non-Metro,Muskogee,72,2,7,2,61,376,144,186,46,10
OKLAHOMA,Non-Metro,Noble,1,0,0,0,1,51,15,35,1,2
OKLAHOMA,Non-Metro,Nowata,16,0,3,0,13,120,67,47,6,2
OKLAHOMA,Non-Metro,Okfuskee,11,1,0,1,9,59,27,26,6,5
OKLAHOMA,Non-Metro,Ottawa,3,0,0,1,2,114,58,42,14,4
OKLAHOMA,Non-Metro,Payne,27,0,9,3,15,290,122,151,17,13
OKLAHOMA,Non-Metro,Pittsburg,34,3,7,0,24,369,164,189,16,12
OKLAHOMA,Non-Metro,Pontotoc,22,1,2,0,19,284,110,158,16,7
OKLAHOMA,Non-Metro,Pottawatomie,39,1,3,3,32,601,227,308,66,2
OKLAHOMA,Non-Metro,Pushmataha,20,1,0,0,19,130,58,57,15,3
OKLAHOMA,Non-Metro,Roger Mills,2,0,0,0,2,36,8,26,2,0
OKLAHOMA,Non-Metro,Seminole,19,0,2,0,17,308,109,180,19,5
OKLAHOMA,Non-Metro,Stephens,38,1,7,1,29,259,70,157,32,2
OKLAHOMA,Non-Metro,Texas,2,0,1,0,1,29,10,18,1,0
OKLAHOMA,Non-Metro,Tillman,8,0,0,0,8,64,15,45,4,0
OKLAHOMA,Non-Metro,Washington,11,0,4,1,6,165,69,88,8,9
OKLAHOMA,Non-Metro,Washita,13,0,4,0,9,64,17,36,11,3
OKLAHOMA,Non-Metro,Woods,2,0,0,0,2,4,0,3,1,0
OKLAHOMA,Non-Metro,Woodward,14,0,0,0,14,66,19,42,5,3
OREGON,Metro,Benton,26,0,5,1,20,184,51,121,12,3
OREGON,Metro,Clackamas,225,4,35,107,79,"6,102","1,097","4,582",423,18
OREGON,Metro,Deschutes,156,2,15,7,132,983,215,705,63,12
OREGON,Metro,Jackson,177,0,12,6,159,989,228,686,75,7
OREGON,Metro,Lane,242,3,25,15,199,"1,039",474,461,104,13
OREGON,Metro,Multnomah,81,0,3,21,57,"1,015",120,835,60,2
OREGON,Metro,Polk,47,2,7,1,37,261,71,173,17,3
OREGON,Metro,Washington,267,2,73,33,159,"2,509",515,"1,824",170,29
OREGON,Metro,Yamhill,25,0,3,1,21,569,137,398,34,10
OREGON,Non-Metro,Baker,1,0,1,0,0,19,6,11,2,0
OREGON,Non-Metro,Clatsop,6,0,2,0,4,182,60,110,12,3
OREGON,Non-Metro,Coos,77,3,7,3,64,488,160,290,38,6
OREGON,Non-Metro,Crook,22,0,3,2,17,120,55,63,2,2
OREGON,Non-Metro,Curry,22,0,0,0,22,251,72,161,18,1
OREGON,Non-Metro,Douglas,42,2,13,8,19,823,242,507,74,19
OREGON,Non-Metro,Gilliam,0,0,0,0,0,16,2,13,1,0
