County,State,Asian,Black,Hisp. Or Lat.,Native American,Other,White
Ida County,Iowa,0.3,0.2,1.4,0.2,0.6,98.1
Jackson County,Iowa,0.2,0.3,1.1,0.2,0.3,97.4
Jefferson County,Iowa,8.5,1.3,2.4,0.2,0.9,87.6
Johnson County,Iowa,5.2,4.8,4.7,0.2,1.8,85.6
Keokuk County,Iowa,0.2,0.5,0.9,0.1,0.3,98.4
Lucas County,Iowa,0.2,0.2,1,0.2,0.3,98.6
Lyon County,Iowa,0.2,0.1,1.8,0.1,1.1,97.9
Mahaska County,Iowa,1.1,1.1,1.6,0.3,0.6,95.7
Mills County,Iowa,0.4,0.4,2.4,0.3,0.6,97.2
Monroe County,Iowa,0.4,0.3,2.1,0.1,0.5,97.4
Osceola County,Iowa,0.3,0.3,6.7,0.3,3.1,95.2
Plymouth County,Iowa,0.5,0.3,3,0.3,1.5,96.4
Polk County,Iowa,3.5,6,7.6,0.3,2.9,84.7
Ringgold County,Iowa,0.3,0.3,1.8,0.3,0.8,97.5
Sioux County,Iowa,0.8,0.4,8.9,0.3,4.3,93.3
Tama County,Iowa,0.3,0.3,7.4,7.5,2.8,86.5
Washington County,Iowa,0.3,0.7,5.2,0.3,1.4,95.8
Wayne County,Iowa,0.3,0.3,1.1,0.2,0.5,98
Penobscot County,Maine,0.9,0.8,1.1,1.2,0.2,95.4
Sagadahoc County,Maine,0.8,0.7,1.3,0.4,0.3,96.2
Waldo County,Maine,0.4,0.4,0.9,0.4,0.2,97.1
Anne Arundel County,Maryland,3.4,15.5,6.1,0.3,2.4,75.4
Caroline County,Maryland,0.6,13.9,5.5,0.4,3.1,79.8
Cecil County,Maryland,1.1,6.2,3.4,0.3,1,89.2
Dorchester County,Maryland,0.9,27.7,3.5,0.3,1.4,67.6
Frederick County,Maryland,3.8,8.6,7.3,0.3,2.9,81.5
Garrett County,Maryland,0.3,1,0.7,0.1,0.1,97.8
Liberty County,Montana,0.1,0.1,0.3,0.2,0.2,98.2
Lincoln County,Montana,0.3,0.1,2.3,0.9,0.4,95.9
McCone County,Montana,0.1,0.2,0.7,0.4,0.1,98
Park County,Montana,0.3,0.1,2.1,0.8,0.5,96.5
Phillips County,Montana,0.2,0,1.9,8.3,0.4,87
Powell County,Montana,0.5,1,1.7,4.4,0.4,92.4
Roosevelt County,Montana,0.4,0.1,1.3,60.4,0.2,35.8
Rosebud County,Montana,0.5,0.3,3.4,34.7,0.5,61.3
Sheridan County,Montana,0.4,0.2,1.5,1.7,0.3,95.4
Montgomery County,Kansas,0.6,5.8,5.2,3.3,1.9,83.3
Morton County,Kansas,1.9,0.4,19.3,1.1,6.8,87.9
Nemaha County,Kansas,0.1,0.6,1.2,0.5,0.5,97.3
Osborne County,Kansas,0.5,0.2,1.2,0.5,0.3,97.6
Pottawatomie County,Kansas,0.7,1.1,4.4,0.8,1.3,93.6
Rawlins County,Kansas,0.2,0.3,3.2,0.2,1.2,97.2
Riley County,Kansas,4.2,6.4,6.5,0.6,1.8,83.2
Rush County,Kansas,0.2,0.2,2.5,0.5,0.7,97.2
Scott County,Kansas,0.5,0.4,15.3,0.6,7.2,90.1
Shawnee County,Kansas,1.2,8.6,10.8,1.2,3.6,81.2
Sherman County,Kansas,0.3,0.6,10.8,0.3,3.8,93.1
Stanton County,Kansas,0.1,0.6,37,1.2,12.1,83.7
Thomas County,Kansas,0.5,0.6,4.7,0.5,2.3,95.1
Wabaunsee County,Kansas,0.1,0.4,2.9,0.5,0.3,96.5
Woodson County,Kansas,0.1,0.4,2.1,1.1,1,95.5
Barren County,Kentucky,0.4,3.9,2.6,0.2,1.3,92.5
Winnebago County,Iowa,0.8,0.8,3.3,0.2,1.1,96.1
Winneshiek County,Iowa,1.1,0.6,2,0.1,0.8,96.6
Allen County,Kansas,0.5,1.9,2.9,0.8,1,93.3
Anderson County,Kansas,0.5,0.5,1.5,0.5,0.5,96.8
Barber County,Kansas,0.4,0.5,2.4,0.6,1.1,96.1
Barton County,Kansas,0.2,1.4,13.3,0.5,7,88.8
Chase County,Kansas,0.3,1.2,3.6,0.4,0.9,95.4
Chautauqua County,Kansas,0.1,0.4,2.4,4.1,0.8,90.8
Iron County,Michigan,0.3,0.1,1.4,0.9,0.2,97.1
Jackson County,Michigan,0.7,7.9,3,0.4,0.8,87.7
Kalkaska County,Michigan,0.2,0.3,1.2,0.9,0.2,96.8
Keweenaw County,Michigan,0,0.1,0.7,0.1,0,98.5
Lake County,Michigan,0.1,9.2,2.1,0.8,0.3,87
Lenawee County,Michigan,0.5,2.5,7.6,0.5,2,92.3
Luce County,Michigan,0.3,11.1,1.2,5,0,80.4
Harford County,Maryland,2.4,12.7,3.5,0.3,0.9,81.2
Washington County,Maryland,1.4,9.6,3.5,0.2,1.1,85.1
Worcester County,Maryland,1.1,13.6,3.2,0.3,1.2,82
Baltimore city,Maryland,2.3,63.7,4.2,0.4,1.8,29.6
Stillwater County,Montana,0.3,0.1,2.3,0.8,0.4,96.8
Teton County,Montana,0.1,0,1.3,1.4,0.2,96.3
Toole County,Montana,0.4,0.5,2.4,4.5,0.6,92
Wibaux County,Montana,0.5,0,1.3,0.4,0.3,97.6
Antelope County,Nebraska,0.3,0.3,2.7,0.2,1.2,97.5
Boone County,Nebraska,0.2,0.4,1.2,0.2,0.3,98.5
Box Butte County,Nebraska,0.3,0.5,10.2,3.6,3.4,89.8
Buffalo County,Nebraska,1.3,0.8,7.4,0.3,3.5,92.7
Burt County,Nebraska,0.2,0.4,1.8,1.7,0.5,95.9
Chase County,Nebraska,0.1,0.1,11.1,0.1,6.6,91.9
Cheyenne County,Nebraska,1.6,0.2,6.1,0.7,2.2,94.1
Dixon County,Nebraska,0.2,0.3,10.4,0.4,5.6,92.5
Douglas County,Nebraska,2.7,11.6,11.2,0.7,5.7,76.4
Bath County,Kentucky,0.1,1.3,1.4,0.3,0.7,96.4
Boone County,Kentucky,2.1,2.5,3.5,0.2,1.5,91.8
Bourbon County,Kentucky,0.3,6,6.8,0.2,3.5,88.1
Boyle County,Kentucky,0.8,7.5,2.8,0.2,1.2,88.2
Breckinridge County,Kentucky,0.2,2,0.9,0.3,0.4,95.7
Caldwell County,Kentucky,0.3,5.1,1,0.1,0.3,92.8
Carlisle County,Kentucky,0.3,0.8,1.6,0.5,0.3,97.2
Casey County,Kentucky,0.2,0.5,2.4,0.2,1,97.2
Christian County,Kentucky,1,21.2,6.1,0.6,2,71.5
Clinton County,Kentucky,0.1,0.4,2.2,0.2,1.1,96.7
Elliott County,Kentucky,0.1,3.4,0.8,0.1,0.2,95.6
Fayette County,Kentucky,3.2,14.5,6.9,0.3,3.7,75.7
Fleming County,Kentucky,0.2,1.3,1,0.1,0.6,97
Garrard County,Kentucky,0.2,2,2.4,0.1,1.3,95.3
Graves County,Kentucky,0.3,4.3,5.7,0.2,2.8,90.4
Grayson County,Kentucky,0.2,1,1,0.2,0.2,97.3
Macomb County,Michigan,3,8.6,2.3,0.3,0.6,85.4
Manistee County,Michigan,0.3,2.9,2.6,2.1,0.6,92.2
Mason County,Michigan,0.5,0.6,4,1,1.2,94.8
Monroe County,Michigan,0.6,2.1,3.1,0.3,0.8,94.4
Montmorency County,Michigan,0.2,0.2,1,0.4,0.1,97.6
Oakland County,Michigan,5.6,13.6,3.5,0.3,1,77.3
Fort Bend County,Texas,17,21.5,23.7,0.4,7.6,50.6
Dukes County,Massachusetts,0.8,3.1,2.3,1.1,3.9,87.6
Essex County,Massachusetts,3.1,3.8,16.5,0.4,8.2,81.9
Hampshire County,Massachusetts,4.5,2.5,4.7,0.2,1.5,88.7
Nantucket County,Massachusetts,1.2,6.8,9.4,0.1,2.6,87.6
Vieques Municipio,Puerto Rico,0.1,28.1,94.3,0.7,7.4,58.7
Ector County,Texas,0.8,4.5,52.7,1,14.9,76.3
Dundy County,Nebraska,0.1,0.3,5.8,0.6,2.2,95.3
Franklin County,Nebraska,0.1,0.1,1,0.3,0.4,98.1
Gage County,Nebraska,0.4,0.3,1.7,0.5,0.6,96.9
Garfield County,Nebraska,0.1,0.1,0.7,0,0.2,99.2
Hamilton County,Nebraska,0.2,0.2,2,0.2,0.6,98.1
Hitchcock County,Nebraska,0.1,0.2,1.4,0.4,0.8,97.6
Howard County,Nebraska,0.2,0.2,1.7,0.4,0.5,97.6
Keith County,Nebraska,0.4,0.2,5.7,0.5,1.7,95.7
Kimball County,Nebraska,0.7,0.2,6.4,1.3,1.8,94.2
Lancaster County,Nebraska,3.5,3.5,5.8,0.7,2.4,87.1
Loup County,Nebraska,0,0.2,2.1,0.2,0.6,98.9
Otoe County,Nebraska,0.4,0.5,5.7,0.3,2.7,94.9
Perkins County,Nebraska,0.2,0.4,3.2,0.2,1.8,97.1
Platte County,Nebraska,0.5,0.4,13.8,0.7,6.9,90
Richardson County,Nebraska,0.3,0.2,1.3,3,0.4,94.3
Sarpy County,Nebraska,2.1,4,7.3,0.5,2.8,87.4
Yakima County,Washington,1.1,1,45,4.3,26.1,63.7
Berkeley County,West Virginia,0.8,7.1,3.8,0.3,1.2,87.8
Braxton County,West Virginia,0.2,0.4,0.5,0.3,0,98.2
Brooke County,West Virginia,0.4,1.2,0.7,0.1,0.2,97
Grant County,West Virginia,0.2,0.7,1,0.2,0.5,97.7
Hampshire County,West Virginia,0.2,1,1,0.2,0.2,97.2
Harrison County,West Virginia,0.5,1.6,1.3,0.2,0.2,96
Kanawha County,West Virginia,1,7.3,0.9,0.2,0.3,89.1
Lincoln County,West Virginia,0.1,0.1,0.4,0.1,0.1,99
Marshall County,West Virginia,0.4,0.5,0.8,0.1,0.1,98
Mason County,West Virginia,0.3,0.6,0.4,0.2,0.1,97.7
Mineral County,West Virginia,0.4,2.8,0.7,0.1,0.1,95.3
Monroe County,West Virginia,0.1,0.7,0.6,0.2,0.2,97.5
King George County,Virginia,1.2,17.9,3.3,0.5,0.8,76.7
Lancaster County,Virginia,0.6,28,1,0.2,0.2,70.1
Mathews County,Virginia,0.3,9.2,1.2,0.2,0.3,88
Mecklenburg County,Virginia,0.7,36.8,2.5,0.2,0.8,59.9
Camuy Municipio,Puerto Rico,0.1,4.1,99.4,0.3,5.2,87.9
Cataձo Municipi,Puerto Rico,0.3,14.4,99,1,10.8,70.7
Cayey Municipio,Puerto Rico,0.1,8.3,99.3,0.4,8.1,79.9
Cidra Municipio,Puerto Rico,0.1,8.3,99.4,0.4,11.1,76.6
Coamo Municipio,Puerto Rico,0.1,10.4,99.6,0.3,9.1,76.8
Fajardo Municipio,Puerto Rico,0.3,18.6,98.2,0.7,10.3,64.8
Guayama Municipio,Puerto Rico,0.1,18.5,99.1,0.8,7.1,68.2
Lincoln County,Idaho,0.4,0.4,28.3,0.7,16.2,80.1
Payette County,Idaho,0.8,0.2,14.9,1.1,6.3,88.6
Adams County,Illinois,0.7,3.5,1.2,0.2,0.4,93.7
Cass County,Illinois,0.3,3.1,16.8,0.3,8.7,86.3
Clay County,Illinois,0.5,0.3,1.1,0.2,0.5,97.7
De Witt County,Illinois,0.4,0.5,2.1,0.2,0.9,96.8
Edgar County,Illinois,0.2,0.3,1,0.1,0.3,98.3
Greene County,Illinois,0.1,0.9,0.8,0.2,0.3,97.9
Hardin County,Illinois,0.5,0.3,1.3,0.6,0.3,97.3
Henry County,Illinois,0.4,1.6,4.8,0.2,1.6,94.8
Jasper County,Illinois,0.2,0.1,0.8,0.1,0.3,98.6
Kane County,Illinois,3.5,5.7,30.7,0.6,13,74.6
Lee County,Illinois,0.7,4.8,5,0.2,1.9,90.9
McLean County,Illinois,4.3,7.3,4.4,0.2,1.5,84.3
Marshall County,Illinois,0.4,0.3,2.5,0.2,1.1,97.1
Montgomery County,Illinois,0.4,3.2,1.5,0.2,0.5,95.1
Kanabec County,Minnesota,0.3,0.3,1.3,0.6,0.2,97
Kittson County,Minnesota,0.4,0.2,1.5,0.1,0.3,98.5
Koochiching County,Minnesota,0.3,0.6,1.1,2.3,0.2,94.6
Mahnomen County,Minnesota,0.1,0.2,1.8,40.9,0.1,50.1
Morrison County,Minnesota,0.3,0.4,1.2,0.2,0.3,97.7
Norman County,Minnesota,0.4,0.2,4,1.6,1.3,94.2
Ramsey County,Minnesota,11.7,11,7.2,0.8,2.9,70.1
Roseau County,Minnesota,2.5,0.2,0.7,1.3,0.1,94.5
Swift County,Minnesota,0.2,0.5,3.6,0.4,1.3,96.6
Waseca County,Minnesota,0.7,2,5.1,0.8,1.3,93.7
Wright County,Minnesota,1.2,1.1,2.4,0.3,0.8,95
Carroll County,Mississippi,0.2,32.7,1,0.1,0.5,65.6
Clay County,Mississippi,0.2,58.2,1,0.1,0.3,40.5
Forrest County,Mississippi,0.7,36.1,3.5,0.2,1.8,59.7
Hinds County,Mississippi,0.8,69.1,1.5,0.2,0.7,28.4
Jasper County,Mississippi,0.1,52.6,0.8,0.1,0.4,46.3
Morgan County,West Virginia,0.3,0.6,1,0.3,0.2,97.3
Washington Parish,Louisiana,0.2,31,1.9,0.3,0.6,66.7
West Carroll Parish,Louisiana,0.2,15.7,2.6,0.4,0.8,81.8
Kennebec County,Maine,0.7,0.6,1.2,0.5,0.3,96.2
Allegany County,Maryland,0.8,8,1.4,0.1,0.2,89.2
Queen Anne's County,Maryland,1,6.9,3,0.3,1.4,88.7
Talbot County,Maryland,1.2,12.8,5.5,0.2,2.7,81.4
Berkshire County,Massachusetts,1.2,2.7,3.5,0.2,1.2,92.5
Suffolk County,Massachusetts,8.2,21.6,19.9,0.4,9.7,56
Calhoun County,Michigan,1.6,10.9,4.5,0.6,1.5,82.2
Guayanilla Municipio,Puerto Rico,0.1,8.3,99.5,0.4,7.3,81.9
Genesee County,Michigan,0.9,20.7,3,0.5,0.7,74.5
Jackson County,Missouri,1.6,23.9,8.4,0.5,3.8,66.9
Johnson County,Missouri,1.5,4.3,3.1,0.5,0.8,90
Lawrence County,Missouri,0.4,0.3,6.3,0.9,3.1,93.6
Macon County,Missouri,0.4,2.3,1,0.2,0.3,95.2
Miller County,Missouri,0.3,0.4,1.4,0.5,0.4,96.7
Oregon County,Missouri,0.3,0.1,1.2,1.2,0.1,96.6
Pike County,Missouri,0.2,7.2,1.8,0.2,0.8,90.2
Randolph County,Missouri,0.4,5.9,1.6,0.3,0.3,91
Ste. Genevieve County,Missouri,0.3,0.7,0.8,0.3,0.2,97.6
Scott County,Missouri,0.3,11.4,1.8,0.2,0.7,85.7
Texas County,Missouri,0.3,3.4,1.6,0.7,0.2,93.6
Wright County,Missouri,0.3,0.5,1.3,0.6,0.2,97.2
Broadwater County,Montana,0.2,0.3,2.2,1.3,0.3,96.2
Pope County,Illinois,0.2,6,1.4,0.6,0.5,91.7
Gallatin County,Montana,1.1,0.3,2.8,0.9,0.7,95.1
Judith Basin County,Montana,0.1,0,1.2,0.8,0.1,98.3
Lewis and Clark County,Montana,0.6,0.3,2.5,2.1,0.5,94
Musselshell County,Montana,0.2,0.2,2.6,1.3,0.2,96.1
Richland County,Montana,0.2,0.1,3,1.7,0.8,95
Sweet Grass County,Montana,0.7,0.1,1.4,0.4,0.6,96.6
Arthur County,Nebraska,0.2,0,4.1,0.4,3,95.4
Brown County,Nebraska,0.2,0.1,0.9,0.3,0.4,98.2
Cedar County,Nebraska,0.1,0.1,1.3,0.2,0.6,98.3
Dawes County,Nebraska,1,1.5,3.3,3.9,1.1,89.4
Dodge County,Nebraska,0.5,0.6,10.1,0.5,5.9,90.9
Garden County,Nebraska,0,0.2,3.9,0.6,1.2,96.6
Lamar County,Mississippi,1.2,19.6,2.2,0.2,0.6,77.3
Holt County,Nebraska,0.2,0.2,2.9,0.3,1.7,97.1
Knox County,Nebraska,0.2,0.1,1.8,9,0.2,89.1
Madison County,Nebraska,0.5,1.3,12.9,1.1,7.1,88.2
Merrick County,Nebraska,0.8,0.2,3.5,0.4,1.3,96.2
Nemaha County,Nebraska,0.4,0.9,1.8,0.3,0.5,96.9
Phelps County,Nebraska,0.2,0.1,4.1,0.4,1.4,96.9
Rock County,Nebraska,0.2,0.1,0.1,0.6,0.3,98.5
Seward County,Nebraska,0.4,0.4,1.6,0.3,0.4,97.4
Thomas County,Nebraska,0.3,0.2,1.9,0.2,0.2,98.1
Wayne County,Nebraska,0.5,1.3,4.2,0.3,1.8,94.7
Douglas County,Nevada,1.5,0.4,10.9,1.9,3.2,89.6
Mineral County,Nevada,1.1,4.1,9.1,15.5,2.1,72.5
Cheshire County,New Hampshire,1.2,0.5,1.4,0.3,0.4,96.3
Strafford County,New Hampshire,2.6,1,1.8,0.2,0.5,93.8
Clinton County,Michigan,1.5,2.1,3.9,0.4,1.2,92.9
Sussex County,New Jersey,1.8,1.8,6.4,0.2,1.2,93.5
Cibola County,New Mexico,0.5,1,36.5,41,12.4,41.8
Lawrence County,Mississippi,0.3,30.7,2.1,0.1,1.4,66.7
Lee County,Mississippi,0.6,27.3,2.4,0.2,1.3,69.3
Lincoln County,Mississippi,0.3,29.9,0.9,0.2,0.3,68.4
Montgomery County,Mississippi,0.4,45.5,0.9,0.1,0.5,53
Oktibbeha County,Mississippi,2.4,36.6,1.4,0.2,0.4,59.2
Pontotoc County,Mississippi,0.2,13.8,6.2,0.2,4.3,80.1
Sharkey County,Mississippi,0.2,71,0.8,0.1,0.4,27.9
Union County,Mississippi,0.2,14.5,4.5,0.2,2.9,81
Washington County,Mississippi,0.6,71.3,1,0.1,0.4,27
Adair County,Missouri,1.8,1.6,2,0.3,0.6,94
Benton County,Missouri,0.3,0.3,1.5,0.6,0.3,97.1
Butler County,Missouri,0.7,5.3,1.6,0.5,0.5,90.8
Cedar County,Missouri,0.3,0.1,1.5,0.6,0.3,96.9
Clinton County,Missouri,0.3,1.4,1.6,0.7,0.4,95.5
Dallas County,Missouri,0.2,0.2,1.5,0.8,0.5,96.5
Dawson County,Montana,0.3,0.3,2,1.7,0.3,95.7
Henry County,Missouri,0.2,1,1.7,0.5,0.3,96.4
Alexander County,North Carolina,1,5.5,4.3,0.3,2.3,89.6
Anson County,North Carolina,1.1,48.6,3,0.6,1.3,47.2
Ashe County,North Carolina,0.4,0.6,4.8,0.2,2.2,95.5
Caswell County,North Carolina,0.3,33.8,3.1,0.4,1.5,62.5
Cleveland County,North Carolina,0.8,20.7,2.8,0.2,1.2,75.6
Durham County,North Carolina,4.6,38,13.5,0.5,7.9,46.4
Gates County,North Carolina,0.1,33.2,1.4,0.5,0.6,63.7
Harnett County,North Carolina,0.9,20.9,10.8,1.2,5.5,68.3
Iredell County,North Carolina,1.8,11.9,6.8,0.3,3.4,80.7
Lincoln County,North Carolina,0.5,5.5,6.7,0.3,2.7,89.4
Montgomery County,North Carolina,1.6,18.8,14.1,0.4,8.8,68.9
Onslow County,North Carolina,1.9,15.6,10.1,0.7,3.2,74
Person County,North Carolina,0.3,27,4,0.7,2.2,68.3
Hayes County,Nebraska,0.3,0,3.4,0.2,2.2,97.1
Swain County,North Carolina,0.5,0.5,3.9,27,1.1,66.6
Union County,North Carolina,1.6,11.7,10.4,0.4,5.3,79
Warren County,North Carolina,0.2,52.3,3.3,5,2,38.8
Wilson County,North Carolina,0.8,39,9.5,0.3,6.3,52
Burke County,North Dakota,0.7,0.2,1.9,0.8,0,97.8
Dunn County,North Dakota,0.3,0.2,1.1,12.7,0.2,84.9
Hettinger County,North Dakota,0,0.2,0.5,2.1,0,96.2
McLean County,North Dakota,0.1,0.1,1.2,7,0.2,91
Pierce County,North Dakota,0.1,0.5,1,3.9,0.7,94.1
Slope County,North Dakota,0,0,1.7,2.2,0,97.5
Wells County,North Dakota,0.1,0.1,0.5,0.3,0,98.9
Athens County,Ohio,2.7,2.7,1.5,0.3,0.4,91.8
Champaign County,Ohio,0.4,2.2,1.1,0.4,0.4,94.7
Mercer County,New Jersey,8.9,20.3,15.1,0.3,6.2,61.4
Delaware County,Ohio,4.3,3.4,2.1,0.1,0.6,89.7
Gallia County,Ohio,0.5,2.6,0.9,0.4,0.2,94.7
Greene County,Ohio,2.9,7.2,2.1,0.3,0.5,86.4
Hardin County,Ohio,0.6,0.8,1.3,0.2,0.5,96.7
Holmes County,Ohio,0.1,0.3,0.8,0.1,0.2,98.7
Licking County,Ohio,0.7,3.4,1.4,0.3,0.4,93.2
Marion County,Ohio,0.5,5.7,2.3,0.2,0.8,91.1
Morgan County,Ohio,0.1,2.9,0.6,0.3,0.2,93.2
Paulding County,Ohio,0.2,0.9,4.3,0.3,1.3,95.7
Ross County,Ohio,0.4,6.2,1,0.3,0.3,90.7
Shelby County,Ohio,0.9,1.9,1.3,0.2,0.5,94.7
Van Wert County,Ohio,0.2,0.9,2.6,0.1,0.8,96.6
Alfalfa County,Oklahoma,0.2,4.1,4,2.9,1.3,89.4
Caddo County,Oklahoma,0.2,2.8,10.1,24.5,3.3,63.1
Franklin County,Missouri,0.4,0.8,1.4,0.3,0.4,96.8
Creek County,Oklahoma,0.3,2.2,3.1,10,1,79.7
Garvin County,Oklahoma,0.4,2.6,6.2,7.8,2.8,81.5
De Baca County,New Mexico,0,0.1,38.5,0.6,7.9,87.3
Doձa Ana Count,New Mexico,1.1,1.7,65.7,1.5,18.5,74.1
Mora County,New Mexico,0.3,0.7,81,1.3,23.5,70.9
San Miguel County,New Mexico,0.8,1.4,76.8,1.7,25.4,66.6
Valencia County,New Mexico,0.5,1.4,58.3,3.8,17,73.2
Cattaraugus County,New York,0.7,1.3,1.7,3,0.4,92.9
Columbia County,New York,1.6,4.5,3.9,0.2,1.1,90.6
Essex County,New York,0.7,2.7,2.5,0.3,0.8,94.2
Montgomery County,New York,0.7,1.9,11.3,0.3,4.4,90.6
Ontario County,New York,1,2.3,3.4,0.3,1.1,93.7
Rockingham County,North Carolina,0.5,18.9,5.5,0.4,2.8,75.7
Schoharie County,New York,0.7,1.3,2.8,0.2,0.5,95.9
Tompkins County,New York,8.6,4,4.2,0.4,1.2,82.6
Wyoming County,New York,0.4,5.6,3,0.3,1.2,91.6
Berks County,Pennsylvania,1.3,4.9,16.4,0.3,7.8,83.2
Butler County,Pennsylvania,1,1.1,1.1,0.1,0.3,96.6
Carbon County,Pennsylvania,0.5,1.5,3.3,0.2,0.8,95.8
Columbia County,Pennsylvania,0.8,1.9,2,0.1,0.7,95.4
Forest County,Pennsylvania,0.2,18,5.4,0.2,4.1,76.9
Fulton County,Pennsylvania,0.1,1,0.8,0.2,0.3,97.3
Lebanon County,Pennsylvania,1.1,2.2,9.3,0.2,3.9,91
Lycoming County,Pennsylvania,0.6,4.5,1.3,0.2,0.4,92.6
Perry County,Pennsylvania,0.4,0.6,1.3,0.2,0.4,97.4
Tioga County,Pennsylvania,0.4,0.8,1,0.2,0.2,97.3
Wyoming County,Pennsylvania,0.3,0.7,1.5,0.2,0.4,97.4
Coshocton County,Ohio,0.3,1.1,0.8,0.2,0.2,97
Cherokee County,South Carolina,0.6,20.4,3.7,0.4,2.2,75
Dillon County,South Carolina,0.2,46.1,2.6,2.5,1.5,48
Greenville County,South Carolina,2,18.1,8.1,0.3,3.9,73.8
Hampton County,South Carolina,0.5,53.9,3.5,0.3,1.3,42.7
McCormick County,South Carolina,0.3,49.7,0.8,0.1,0.2,48.7
Pickens County,South Carolina,1.6,6.6,3.1,0.2,1.4,88.7
Aurora County,South Dakota,0.7,0.4,3.7,1.5,1.8,95.1
Brown County,South Dakota,1,0.5,1.4,3,0.4,93.2
Charles Mix County,South Dakota,0.2,0.1,1.7,31.7,0.3,65
Edmunds County,South Dakota,0.1,0.1,1.4,0.4,0.5,97.8
Hamlin County,South Dakota,0.2,0.2,2.5,0.3,1.8,96.7
Hughes County,South Dakota,0.5,0.5,1.8,10.5,0.5,85.7
Lake County,South Dakota,0.7,0.5,1.6,0.7,0.8,96.2
Marshall County,South Dakota,0.2,0.2,6.8,7.6,5.6,85.4
Sully County,South Dakota,0,0.1,0.9,1.2,0,96.6
Anderson County,Tennessee,1.1,3.8,2.4,0.3,0.9,91.9
Bedford County,Tennessee,0.8,7.9,11.3,0.4,7,81.8
Bledsoe County,Tennessee,0.1,3.7,2,0.4,1,93.6
Bradley County,Tennessee,0.8,4.3,4.7,0.3,2.4,90.3
Chester County,Tennessee,0.4,9.2,2,0.4,0.8,87.7
Crockett County,Tennessee,0.2,12.6,8.7,0.1,6.9,78.7
Fayette County,Tennessee,0.5,28.1,2.2,0.3,1.1,69.2
Grainger County,Tennessee,0.1,0.5,2.3,0.2,1.2,97
Hancock County,Tennessee,0.1,0.4,0.2,0.3,0.1,98
Hickman County,Tennessee,0.2,4.5,1.8,0.5,0.5,92.8
Lawrence County,Tennessee,0.3,1.5,1.6,0.4,0.5,95.7
Madison County,Tennessee,0.9,36.3,3.4,0.2,1.9,59.2
Moore County,Tennessee,0.4,2.3,1.1,0.3,0.5,95.4
Overton County,Tennessee,0.2,0.4,0.9,0.3,0.3,97.7
Roane County,Tennessee,0.5,2.7,1.3,0.3,0.4,94.4
Rensselaer County,New York,2.2,6.5,3.8,0.2,1.1,87.5
Trousdale County,Tennessee,0.2,9.6,2.5,0.4,0.9,87.1
Washington County,Tennessee,1.2,3.9,3,0.3,1.2,91.6
Harmon County,Oklahoma,0.4,7.2,25.9,1.3,13.8,73.2
Haskell County,Oklahoma,0.5,0.4,3.3,15.9,1.2,74.9
Johnston County,Oklahoma,0.2,1.9,3.9,15.5,1.2,73.1
Kiowa County,Oklahoma,0.3,4.2,8.8,6.6,4.2,80.2
Major County,Oklahoma,0.3,0.4,7.5,2,3.7,91
Noble County,Oklahoma,0.4,1.8,2.6,8.5,0.9,84.2
Ottawa County,Oklahoma,0.5,0.8,4.7,18.9,2.4,69
Seminole County,Oklahoma,0.3,4.6,3.5,18.2,1.2,68.5
Tillman County,Oklahoma,0.3,7.7,22.3,3.4,11,73.5
Columbia County,Oregon,0.9,0.4,4,1.3,1.2,92.5
Grant County,Oregon,0.3,0.2,2.8,1.2,0.9,95
Providence County,Rhode Island,3.7,8.5,18.8,0.7,9.6,73.4
Union County,Oregon,0.8,0.5,3.9,1.1,1.3,93.1
Bedford County,Pennsylvania,0.2,0.5,0.9,0.2,0.3,98
Glasscock County,Texas,0.1,1.2,30.8,0.3,11.8,85.2
Goliad County,Texas,0.2,4.8,34.1,0.7,8.3,83.7
Gregg County,Texas,1.1,20,16.4,0.6,8.7,67.3
Guadalupe County,Texas,1.4,6.5,35.6,0.7,8.4,79.8
Hartley County,Texas,0.5,6.9,23.9,0.4,4.1,87
Hays County,Texas,1.2,3.5,35.3,0.8,11,80.7
Hockley County,Texas,0.3,3.6,43.6,0.9,14.2,78.5
Hunt County,Texas,1.1,8.3,13.6,0.9,5.6,81.6
Jasper County,Texas,0.6,16.7,5.6,0.6,3,77.7
Karnes County,Texas,0.2,9.3,49.8,0.5,18.4,70.2
King County,Texas,0,0,13.6,1,3.8,93.7
Lamb County,Texas,0.1,4.3,51.7,0.9,17.9,74.4
Leon County,Texas,0.5,7.2,13.5,0.4,5.6,84.9
Pennington County,South Dakota,1,1,4,9.7,0.8,83.6
Smith County,Tennessee,0.2,2.1,2.2,0.5,1,94.9
Madison County,Texas,0.6,19.9,19.7,0.5,10.3,67
Medina County,Texas,0.6,2.2,49.7,0.7,8.6,85.6
Mitchell County,Texas,0.3,11.3,37,0.7,17.7,68.4
Morris County,Texas,0.3,23,7.8,0.7,4.2,69.7
Nueces County,Texas,1.7,4,60.6,0.6,9.6,81.5
Palo Pinto County,Texas,0.5,2.2,17.7,0.7,7.6,87.1
Polk County,Texas,0.4,11.5,13.1,1.9,7.2,77.3
Reeves County,Texas,0.9,5,74.2,0.5,14.9,77.2
San Augustine County,Texas,0.3,22.7,6,0.4,3.3,71.9
Schleicher County,Texas,0.1,1.1,44.4,0.5,15.2,80.3
Sherman County,Texas,0.2,0.5,40.4,0.8,8.7,88.3
